company_id,description,formatted_experience_level,formatted_work_type,industries,job_function,job_id,location,title,work_type
8211,"Dollar General Corporation has been delivering value to shoppers for more than 80 years. Dollar General helps shoppers Save time. Save money. Every day.® by offering products that are frequently used and replenished, such as food, snacks, health and beauty aids, cleaning supplies, basic apparel, housewares and seasonal items at everyday low prices in convenient neighborhood locations. Dollar General operates more than 18,000 stores in 47 states, and we’re still growing. Learn more about Dollar General at www.dollargeneral.com.



The Assistant Store Manager helps maintain a clean, well-organized store with a customer-first focus. At the direction and delegation of the Store Manager, the Assistant Store Manager assists with supervision of store employees, management and presentation of merchandise, completion of paperwork, and preparation of deposits. The Assistant Store Manager also performs stocking and cashiering functions, and performs other duties as necessary to maximize profitability and customer satisfaction while protecting company assets and reducing losses.























Dollar General Corporation has been delivering value to shoppers for more than 80 years. Dollar General helps shoppers Save time. Save money. Every day.® by offering products that are frequently used and replenished, such as food, snacks, health and beauty aids, cleaning supplies, basic apparel, housewares and seasonal items at everyday low prices in convenient neighborhood locations. Dollar General operates more than 18,000 stores in 47 states, and we’re still growing. Learn more about Dollar General at www.dollargeneral.com.



The Assistant Store Manager helps maintain a clean, well-organized store with a customer-first focus. At the direction and delegation of the Store Manager, the Assistant Store Manager assists with supervision of store employees, management and presentation of merchandise, completion of paperwork, and preparation of deposits. The Assistant Store Manager also performs stocking and cashiering functions, and performs other duties as necessary to maximize profitability and customer satisfaction while protecting company assets and reducing losses.























<",Entry level,Full-time,Retail,Sales and Business Development,3878677486,"General Linden, MI",ASST STORE MGR,FULL-TIME
1132086,"Don't see a position that matches your experience?

We are always accepting applications from driven leaders in their craft to add to our team!

Submit your information below!",,Full-time,Motor Vehicle Manufacturing,Other,3878722242,"Newport Beach Irvine, CA",Potential Positions,FULL-TIME
73392,"Job Description

Director of Corporate Affairs

Location: Pittsburgh, PA



Chicken of the Sea is an iconic American brand that was founded in 1930. Today, Chicken of the Sea enjoys broad distribution across all major retail channels, with growth opportunities in foodservice and outside the U.S.

Chicken of the Sea International (COSI) has been wholly owned since 2000 by Thai Union (TU), the largest global producer of ambient seafood. Chicken of the Sea Frozen Foods is a sister U.S. company that focuses on frozen and chilled seafood sales. Other iconic seafood brands in the TU Global portfolio include John West, Mareblu, and King Oscar. Under the leadership of CEO Thiraphong Chansiri, Thai Union has more than tripled its revenue to over $4 billion annually and has an aggressive growth agenda.

Chicken of the Sea International operates under the common corporate vision, mission and values of Thai Union, an industry leader in sustainable fishing practices and manufacturing processes that capture the freshness, nutritional value, and sensorial experience of seafood. The global organization lives by the 6 deeply held values: Passionate, Humble, Respectful, Responsible, Collaborative, and Innovative.

COSI is an organization that is very proud of its heritage. First established as VanCamp seafood company more than 100 years ago (1914), the company celebrates its story as one of the oldest food companies in the country that is still in operation. The company is currently undergoing a significant business transformation aimed at accelerating business growth.



We are seeking a talented to join our team and work closely with our Executive team, our Marketing and Sustainability teams, and other domestic and global colleagues. We are at an exciting stage in our North American business and are assembling a team with diverse skills, experiences, and an entrepreneurial spirit that will propel us to new heights in the years ahead.











Thai Union Group Public Company Limited or (listed in Stock Exchange of Thailand) is the world's most trusted seafood leader, leveraging its expertise, bringing high quality, safe, delicious and seafood products to customers across the world for over 40 years.

Today, Thai Union is regarded as the world's largest processor of shelf-stable tuna products with annual sales exceeding THB120 Billion and a global workforce of over 46,000 people who are dedicated to pioneering sustainable and innovative seafood products.

The company is dedicated to producing sustainable, convenient and quality seafood products for healthy families worldwide. Its brand portfolio includes Thai-leading brands Sealect, Fisho, Marvo and Bellotta; as well as highly recognized international brands Chicken of the Sea, John West, Petit Navire, Parmentier, Mareblu, King Oscar and Rugen Fisch.

As a company committing to innovation and globally responsible business practices, Thai Union is proud to be a member of the United Nations Global Compact, a founding member of the International Seafood Sustainability Foundation (ISSF) and the first Thai company in the food products sector to be recognized as a member of Dow Jones Sustainability Indices (DJSI) Emerging Markets 2016 for the third year running.

As a global seafood leader, we have a responsibility to set the standard for social, environmental and economic responsibility.

We heeded our stakeholders' calls with SeaChange, Thai Union's sustainability strategy with measurable commitments to delivering real, lasting changes in the way we operate. SeaChange aims to drive a positive transformation throughout the global seafood industry.

For further information, please visit www.thaiunion.com or https://www.thaiunion.com/files/careers/our-culture/flipbook/index.html?file=20230509-tu-compass-en

Thai Union Group Public Company Limited or (listed in Stock Exchange of Thailand) is the world's most trusted seafood leader, leveraging its expertise, bringing high quality, safe, delicious and seafood products to customers across the world for over 40 years. Today, Thai Union is regarded as the world's largest processor of shelf-stable tuna products with annual sales exceeding THB120 Billion and a global workforce of over 46,000 people who are dedicated to pioneering sustainable and innovative seafood products. The company is dedicated to producing sustainable, convenient and quality seafood products for healthy families worldwide. Its brand portfolio includes Thai-leading brands Sealect, Fisho, Marvo and Bellotta; as well as highly recognized international brands Chicken of the Sea, John West, Petit Navire, Parmentier, Mareblu, King Oscar and Rugen Fisch. As a company committing to innovation and globally responsible business practices, Thai Union is proud to be a member of the United Nations Global Compact, a founding member of the International Seafood Sustainability Foundation (ISSF) and the first Thai company in the food products sector to be recognized as a member of Dow Jones Sustainability Indices (DJSI) Emerging Markets 2016 for the third year running. As a global seafood leader, we have a responsibility to set the standard for social, environmental and economic responsibility. We heeded our stakeholders' calls with SeaChange, Thai Union's sustainability strategy with measurable commitments to delivering real, lasting changes in the way we operate. SeaChange aims to drive a positive transformation throughout the global seafood industry. For further information, please visit www.thaiunion.com or https://www.thaiunion.com/files/careers/our-culture/flipbook/index.html?file=20230509-tu-compass-en",Director,Full-time,Food Production,Business Development and Sales,3878747203,"of the Sea Pittsburgh, PA",Director of Corporate Affairs,FULL-TIME
60540,"We are Quantcast. A global Demand Side Platform (DSP) powered by AI. Rooted in our DNA is a strong foundation of measurement and consumer analytics, enabling us to empower marketers to reach audiences and achieve measurable advertising outcomes across the Open Web.

Since 2006, Quantcast has consistently set the industry standard by introducing groundbreaking initiatives such as the first measurement platform for digital publishers and the first AI-powered DSP. If you're prepared to be part of an enthusiastic team that crafts cutting-edge solutions, then Quantcast is the ideal place for you.

We are seeking a new Head of Content & Communications. This person will report to the CMO and be responsible for the Quantcast content strategy and delivery. Specifically, the Head of Content & Communications will drive Quantcast differentiation and value into the market by developing and activating strategic themes/ campaigns and priority content for integrated channels. As a member of and in partnership with the Marketing Leadership team, you will set the global strategy for strategic marketing campaigns, content development, and delivery. You will facilitate execution in collaboration with regional field marketing leaders, inclusive of identifying content needs and channel prioritization - both internal and external. If you're someone who loves building, is ready to lead, and can move fast to create wins - we’d love to hear more about what gives you purpose and motivates you every day.









The expected base salary range for this position is $175,100 - $236,900

Ultimately, in determining your offer, we will take into consideration your geographic location, relevant experience and expertise, and other job-related factors. Furthermore, full-time roles are eligible for a bonus, equity, and benefits (depending on your location) which include hybrid work, vacation, medical, dental, and vision insurance, and retirement plans. Please see our Careers page for additional information.

Founded in 2006 and headquartered in San Francisco, Quantcast has employees in 18 offices across 10 countries. We are committed to building an inclusive and diverse environment where everyone can be their authentic self. We work to ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Recognizing the importance of flexible work environments, Quantcast operates in a hybrid work model. This model gives employees the opportunity to work from home two days a week and work in the office for team collaboration for the remainder of the time. Our hybrid model may differ based on location or team, so please consult with your hiring manager for further information. All hybrid employees can also work remotely for two weeks each year or, if eligible, apply for our fully remote work program. We strongly encourage vaccination for all Quantcast employees as a way to stop the spread of COVID and protect yourself and others.",Director,Full-time,"Technology, Information and Internet","Marketing, Public Relations, and Writing/Editing",3878744145,"New York, NY",Head of Content & Communications,FULL-TIME
8037207,"Don't see the job you're looking for, but still want the opportunity to join the Joe Myers Toyota team? We are always looking for bright, motivated, and energetic professionals to add to our world-class team. We work as a team, and our team strives to be the best for our customers. If you feel that your skills would be a valuable asset to our team, apply here! What We Offer




We are an equal opportunity employer and prohibit discrimination/harassment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.",Executive,Full-time,Motor Vehicle Manufacturing,"Other, Information Technology, and Management",3878724116,"Myers Toyota Houston, TX",General Resume Submission,FULL-TIME
10315847,"Who are we?

Kodiak is one of the fastest growing food companies that is disrupting the industry with its better-for-you breakfast and snacking options. Our journey with food began by restoring the tradition of whole grain flapjacks and adding some protein to fuel folks' adventures. In the process, we discovered that foods made closer to nature are not only fueling but taste better. So, we set out to inspire wilder, wide-open lives by feeding epic days through real breakfasts. That's one of the reasons we're in the scenic Rocky Mountains of Park City, Utah: to live our purpose and be close to nature.

Our mission is to become the most loved, next generation food brand, and we're well on our way. We craft the best-selling whole grain flapjack mix in the nation along with toaster waffles, baking mixes, oatmeal, syrup, and snacking options at all major retailers. We're expanding rapidly as our business continues to grow year-after-year and need to build our team with people that share our passion for the outdoors, bring industry experience, thrive in an entrepreneurial culture, and want to make an impact in the food space. We believe that eating real, good-for-you food, being active outdoors, and preserving nature will restore balance generations before us worked so hard to forge. We embrace the spirit of the Kodiak – a pristine wilderness with a rich ecosystem – and we rely on that spirit of the Kodiak to inspire the work we do, the food we eat, and the way we play.

Full-Time, Hourly (Non-exempt), Temporary

Kodiak HQ: Park City, Utah or Remote



Maintain integrity and efficiency of order management process. This role will serve as the primary point of contact for all order-related matters from customers, providing solutions through reporting and analysis. The Customer Operations Specialist will see orders from Placement to Delivery, maintaining necessary communication and problem-solving throughout. This role will evaluate product cuts regularly, establishing formal communication with relevant partners regarding PO service and delivery timing.








This role is based in our headquarters near the ski slopes and mountain trails of Park City, Utah. We have a hybrid schedule. We offer competitive compensation and benefits that include:



Recognized by Inc and Utah as one of America's best places to work, we are known for our awesome work environment – a fun and authentic place where wins are celebrated, collaboration is king, work is balanced with life, and every individual makes a deep impact. We proactively search for ways to develop each individual along their career path here at Kodiak and beyond. We're inspired and committed to creating natural, authentic food with superior taste to fuel a healthy, active lifestyle. We feel encouraged by some of the trends in food today and believe that with a concerted effort we can make an enormous impact in building momentum for natural, better-for-you foods. We invite you to apply to join our team and leave your legacy on the future of food.",Mid-Senior level,Contract,"Technology, Information and Internet",Other,3876221386,"Cakes Park City, UT",Customer Operations Specialist (Temporary),CONTRACT
73737,"Job Description

Location: Los Angeles and Orange County

Position Summary:

This position provides broad support to the Biology Department, including surveys for general wildlife and flora, environmental compliance monitoring, data entry and analysis, and the preparation of supporting report documentation.

Duties and Responsibilities

Assist the Biology Department with duties as assigned, including project and operational tasks.

Demonstrate an excellent attitude and good teamwork and communication skills.

Understanding of local native and non-native vegetation.

Understanding of local general wildlife.

Ability to assist with state and/or federal protocol surveys for flora and fauna species.

Ability to take legible field notes to be converted into documentation in the office.

Ability to hike in variable terrain and weather.

Ability to conduct field surveys and monitor for extended periods of time.

Ability to use topographic maps, aerial photographs, and GPS for navigation and field data collection.

Understanding of project permit and protection measures and the ability to document compliance.

Understanding of hazardous material spills and Best Management Practices

Follows specific communication protocols for each project.

Basic office skills and familiarity with using the Microsoft Office suite.

Ability to work productively in a team environment while also working effectively independently.

Ability to multitask and effectively manage time.

Flexibility with shifting priorities.

Ability to perform tasks assigned within budgets and schedules.

Written and oral communication skills commensurate with this level of responsibility.



Demonstrates good technical and observation skills. Demonstrates good computer and technology skills with working knowledge of the Microsoft Office suite. Willingness to learn new skills while conducting field work. Has experience/knowledge of hazardous materials and Best Management Practices. Demonstrates a commitment to safety and promotes safe behavior. Ability to travel long distances to and from job sites (2+ hours from the office) that may require overnight stays, maintain a flexible schedule due to unforeseen or last-minute project needs, and conduct strenuous field work on steep terrain during adverse weather. Demonstrates aptitude and desire to learn the business.

Education and Experience

2+ years of experience in a technical field with BS/BA within a specific discipline, or equivalent years of experience are required. Entry levels with MA/MS will quality as equivalent to 1 year of experience. Has a good driving record and a valid driver’s license.

Please reply to careers@chambersgroupinc.com immediately with your resume and cover letter.

Chambers Group Inc. is an equal opportunity employer, and we value inclusion and diversity. EOE-Minorities/Females/Veterans/Individuals with Disabilities/Sexual Orientation and Gender Identity. Chambers Group Inc. will make employment decisions in a non-discriminatory manner.



Chambers Group, Inc. is an employee owned environmental consulting firm located in Southern California. Chambers Group provides environmental planning, regulatory permitting, technical studies for biological and cultural resources, environmental planning and compliance monitoring. We want the best and brightest to join our team – individuals with talent, passion, and commitment who bring new ideas, creativity, and energy.

Something interesting is always going on at Chambers Group and you can be part of it. We want the best and brightest to join our team - people with talent, passion, and commitment who bring new ideas, creativity, and energy. You will find variety, challenges, growth opportunities, and a chance to shine. The dynamic environment at Chambers Group is based on fast growth which will challenge you to raise the bar. A diverse workplace enables us to attract the best talent and foster innovation. We invite you to visit www.chambersgroupinc.com for more information.

Chambers Group, Inc. is an employee owned environmental consulting firm located in Southern California. Chambers Group provides environmental planning, regulatory permitting, technical studies for biological and cultural resources, environmental planning and compliance monitoring. We want the best and brightest to join our team – individuals with talent, passion, and commitment who bring new ideas, creativity, and energy. Something interesting is always going on at Chambers Group and you can be part of it. We want the best and brightest to join our team - people with talent, passion, and commitment who bring new ideas, creativity, and energy. You will find variety, challenges, growth opportunities, and a chance to shine. The dynamic environment at Chambers Group is based on fast growth which will challenge you to raise the bar. A diverse workplace enables us to attract the best talent and foster innovation. We invite you to visit www.chambersgroupinc.com for more information.",Mid-Senior level,Full-time,Environmental Services,"Research, Analyst, and Information Technology",3878747528,"Group, Inc. Los Angeles, CA",Wildlife Biologist,FULL-TIME
378144,"The Cleaning Authority is hiring for FULL TIME positions. WE OFFER THE HIGHEST PAY FOR CLEANING IN THE AREA!

Are you tired of retail and fast food hours? Want your nights and weekends back? Would you like to be home during the holidays? You can have them! We clean Monday-Friday from 8 am - 5 pm and we are closed on the major holidays!

No experience? No problem. We have a computer based learning system as well as a 2-week training program which includes hands on training with one of our experienced and professional trainers.

We offer paid holidays and paid vacations too!





EOE

Are you looking for a career that is both rewarding and fulfilling? Look no further than the housecleaning industry! At The Cleaning Authority, we offer professional housecleaning services backed by more than 25 years of excellence. When you join the team, you’ll be trained on our Detail-Clean Rotation System, which has proven effective in more than 20 million cleans across North America.

The Cleaning Authority is renowned for providing quality cleans at affordable prices. Founded in Maryland in 1977, The Cleaning Authority was one of the first whole house cleaning services in the region. Our goal is to make our customers’ lives better, and we know that starts with our Professional Housecleaners. It's the employees that make The Cleaning Authority great! Each location is committed to hiring only the best and empowering them to become leaders who bring out the best in the people around them.

Become a part of a legacy of success and integrity. The Cleaning Authority is looking to hire enthusiastic Professional Housecleaners for full-time and part-time positions. If you enjoy cleaning, giving back to others, and gaining contentment from a job well done, we’re waiting for you!

This location is independently owned and operated by a franchisee. Your application will go directly to the franchisee, and all hiring decisions will be made by the management of this franchisee. The franchisee will be your only employer. All inquiries about employment at this franchisee should be made directly to the franchise location.",Entry level,Full-time,Consumer Services,Management and Manufacturing,3875159195,"Cleaning Authority Hazel Crest, IL",Housekeeper / House Cleaner,FULL-TIME
5296908,"Job Details

Job Location

029000 - Grand Island, NY

Salary Range

$15.50 - $15.50 Hourly

Job Shift

1st



1st Shift General Cleaner in Grand Island, NY

Sunday - Thursday 7am - 3:30pm

$15.50/hr paid weekly

Pharmaceutical Plant




























Recruitment@allegianceindustries.com



Founded in 1988 as a commercial cleaning company, Allegiance Industries has evolved into a diversified, multi-divisional facility services provider. More than twenty-seven years and 14 million man-hours later, Allegiance provides professional, innovative services to facilities throughout the United States.

It all starts with an approach to customer service that focuses on listening to our customers needs. We customize our services to meet those needs and follow through with first-rate labor and unparalleled service.

Allegiance Industries is committed to providing equal employment opportunity to all applicants and employees. We consider all qualified individuals sex, race, color, age, national origin, religion, disability, genetic information, marital status, sexual orientation, gender identity/reassignment, citizenship, pregnancy or maternity, veteran status, or any other status protected by applicable national, federal, state or local law.",Entry level,Full-time,Facilities Services,Management and Manufacturing,3878700019,"Industries, Inc. Grand Island, NY",1st Shift Cleaner,FULL-TIME
245493,"back to careers

OPEN APPLICATION

Don’t see the role you’re looking for? As we continue to grow, we’re always looking to connect with passionate, dedicated, and adaptable people who want to join Ascendus. Tell us about yourself and send in a resume and cover letter. While we may not have an opening right now, with your info on file, we can consider you for roles in the future. This Way Up!



Click here to apply!



Ascendus is a nonprofit small business lender working to create economic opportunity by providing entrepreneurs with access to the capital and the business support they need to create and grow healthy enterprises and contribute to thriving local economies. As an accredited CDFI, since 1991, Ascendus has provided almost $336 million to over 47,000 small business owners across the country. For more information, visit www.ascendus.org .",Mid-Senior level,Full-time,Financial Services,Information Technology,3878709036,United States,Open Application,FULL-TIME
3680866,"Job Description

Overview:

We are seeking a highly organized, self-motivated, and detail-oriented individual with an entrepreneurial mindset to join our team as the to the President. As the Executive Personal Assistant, you will provide administrative support in communication, scheduling, and execution of duties with all departments. Previous experience in an administrative or personal assistant role is preferred. This is a in the greater

Responsibilities:







We offer highly competitive compensation for this position. If you are a motivated individual with a strong work ethic and the ability to multitask in a fast-paced environment, we encourage you to apply.",Entry level,Full-time,Fundraising,Administrative,3878744589,"View A&M Foundation Houston, TX",Executive Personal Assistant //$28 Per Hr,FULL-TIME
54814820,"Location: New Orleans, LA

Employment Type: Part-Time

Salary: Competitive



The Dishwasher is responsible for performing various kitchen cleaning and storage activities such as but not limited to dish washing, pot washing, general and equipment cleaning, storage and rotation of food and supplies. Responsible for janitorial duties in various dining services areas such as Dining Room, Bistro and other areas associated as a Dining Activity. Responsible for handling all foods, storage and cleaning activities in accordance with sanitary procedures and standards and complies with all federal, state and local regulatory procedures regarding food storage, cleaning and preparation.",Entry level,Part-time,Restaurants,Management and Manufacturing,3875898521,"Bar & Grill New Orleans, LA",Dishwasher,PART-TIME
1184894,"Job Description

Rapidly growing studio seeks to add an outstanding individual to its staff to work on multiple accounts. This is a very dynamic office and will require an equally dynamic person who is grounded, well-rounded, responsible, and skilled. We are looking for a someone to enhance our agency and create work that surpasses our client's expectations and grow with our team. This is a long term position, so finding the right fit is crucial. The compensation is hourly for about 35-40 hours per week in our studio.













Spark Creative Group is a complete strategic solution—truly integrating the disciplines of brand development and strategy with full service design and production. We are an integrated environment where you’ll find professionals with extensive experience in design, communications planning, promotional strategy, and internet solutions spanning a variety of industries.

We are an equal opportunity employer and embrace the unique perspectives of our employees from their experience, culture, education, ethnicity, race, sex, gender identity and expression, nation of origin, age, languages spoken, veteran's status, color, religion, ableness, sexual orientation, and beliefs.

More at www.spark-creative.net











Full-time



Spark Creative Group is a complete strategic solution—truly integrating the disciplines of brand development and strategy with full service design and production. We are an integrated environment where you’ll find professionals with extensive experience in design, communications planning, promotional strategy, and internet solutions spanning a variety of industries. We are an equal opportunity employer and embrace the unique perspectives of our employees from their experience, culture, education, ethnicity, race, sex, gender identity and expression, nation of origin, age, languages spoken, veteran's status, color, religion, ableness, sexual orientation, and beliefs.

Spark Creative Group is a complete strategic solution—truly integrating the disciplines of brand development and strategy with full service design and production. We are an integrated environment where you’ll find professionals with extensive experience in design, communications planning, promotional strategy, and internet solutions spanning a variety of industries. We are an equal opportunity employer and embrace the unique perspectives of our employees from their experience, culture, education, ethnicity, race, sex, gender identity and expression, nation of origin, age, languages spoken, veteran's status, color, religion, ableness, sexual orientation, and beliefs.",Entry level,Full-time,Advertising Services,"Design, Art/Creative, and Information Technology",3878749432,"Creative Group Collingswood, NJ",Graphic Designer,FULL-TIME
16262920,"Job Description

We are seeking an Executive Assistant to join our team! You will provide high-level administrative support for an Executive at our company.",Mid-Senior level,Full-time,Environmental Services,Administrative,3878747775,"Engineering Santa Barbara, CA",Executive Assistant,FULL-TIME
10804429,"Department: TMZ Events

Employment Type: Full Time

Location: Los Angeles, CA

$42,000 - $52,000 / year





As an Entry Level Customer Service Assistant at TMZ Events, you'll be the first point of contact for our clients and attendees, providing outstanding service and support to ensure unforgettable event experiences. This role is perfect for individuals with a passion for hospitality and a desire to kick-start their career in customer service.",Entry level,Full-time,Events Services,Other,3875174841,"Events Los Angeles, CA",Entry Level Customer Service Assistant,FULL-TIME
54814820,"Location: New Orleans, LA

Employment Type: Part-Time

Salary: Competitive



The Dishwasher is responsible for performing various kitchen cleaning and storage activities such as but not limited to dish washing, pot washing, general and equipment cleaning, storage and rotation of food and supplies. Responsible for janitorial duties in various dining services areas such as Dining Room, Bistro and other areas associated as a Dining Activity. Responsible for handling all foods, storage and cleaning activities in accordance with sanitary procedures and standards and complies with all federal, state and local regulatory procedures regarding food storage, cleaning and preparation.",Entry level,Part-time,Restaurants,Management and Manufacturing,3875896822,"Bar & Grill New Orleans, LA",Dishwasher,PART-TIME
54814820,"Location: New Orleans, LA

Employment Type: Part-Time

Salary: Competitive



The Dishwasher is responsible for performing various kitchen cleaning and storage activities such as but not limited to dish washing, pot washing, general and equipment cleaning, storage and rotation of food and supplies. Responsible for janitorial duties in various dining services areas such as Dining Room, Bistro and other areas associated as a Dining Activity. Responsible for handling all foods, storage and cleaning activities in accordance with sanitary procedures and standards and complies with all federal, state and local regulatory procedures regarding food storage, cleaning and preparation.",Entry level,Part-time,Restaurants,Management and Manufacturing,3875899440,"Bar & Grill New Orleans, LA",Dishwasher,PART-TIME
64919733,"The Graphic Designer is responsible for following through on all customer graphics orders and will help with volume copying. In addition to effective conceptualization abilities, strong design skills, and technical expertise, the Graphic Designer must be highly collaborative by nature and must have demonstrated strengths in graphics design, project management, and communication.

The ideal candidate has a Bachelor’s degree in visual communication, graphic design, or a related field; at least two years of experience in graphic design or in the print industry, and is skilled in copyediting/proofreading and desktop publishing. He or she must have full mastery of various software design programs including Adobe-based platforms (Acrobat, InDesign, Illustrator, and Photoshop) for both Mac and PC.",Entry level,Full-time,Staffing and Recruiting,"Design, Art/Creative, and Information Technology",3878736707,"UPS Store 7171 Lawrenceville, GA",Graphic Designer,FULL-TIME
3524132,"Job Description

A client of ours in the electric vehicle industry is looking to identify and hire a Recruiter / Talent Acquisition Specialist on a contract basis. This is a part-time position working 24-32 hours per week with the option to work 100% remote, hybrid or onsite. The successful candidate will be responsible for managing the full-cycle recruitment process for permanent positions. The ideal candidate will have experience working in a fast-paced environment, be proactive, detail-oriented, and have excellent communication skills.

The Recruiter / Talent Acquisition Specialist will be responsible for, but not limited to:



Skills and Qualifications:





Founded in 2002 with the conviction that people are the engines of success, we believe that above all things character and integrity are critical to the success of any organization or career. These are two values that Innovative will never compromise, which in turn equates to our associates being placed into opportunities that can develop into a long term successful career paths, while at the same time our clients benefit from top-tier talent for proven, successful results.

Founded in 2002 with the conviction that people are the engines of success, we believe that above all things character and integrity are critical to the success of any organization or career. These are two values that Innovative will never compromise, which in turn equates to our associates being placed into opportunities that can develop into a long term successful career paths, while at the same time our clients benefit from top-tier talent for proven, successful results.",Mid-Senior level,Temporary,Human Resources,Human Resources,3878744354,"Career Resources & Staffing Irvine, CA",Recruiter,TEMPORARY
71904349,"Description:

The QC Analyst, Cell Based Immunology will:









Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Mid-Senior level,Contract,Business Consulting and Services,"Research, Analyst, and Information Technology",3878733637,"Philadelphia, PA",Molecular Biologist,CONTRACT
96228909,"Description

Behavioral Health Specialist (Hiring Immediately - $25/hr)

What’s In It For You















Visit our website to learn more about our openings!",Entry level,Full-time,Staffing and Recruiting,Health Care Provider,3878701607,"Staffing Boston, MA",Behavioral Health Specialist (Hiring Immediately - $25/hr),FULL-TIME
40861046,"Job Description

Sure-Staff has a great opportunity for a Buyer/Purchasing professional that is looking for a new company to join. Direct Hire, great benefits, and salary range is $70-$85k. Location is Toledo, OH and this position is on-site five days a week. First shift, 40 hours with an occasional need for minimal OT. Wonderful opportunity!

General Functions

Responsible for the review of requisition requirements, supplier quotation and negotiation, and supplier selection and order placement for items and services as assigned by the Purchasing Manager. Individual will also participate in divisional sourcing strategy development on assigned commodities.



Minimum of 2 years advanced education and minimum or 5 years purchasing experience. Additional experience may be substituted for the advanced education.

Job Responsibilities

Procures all subcontracting which includes establishing an approved supplier base.",Mid-Senior level,Full-time,Staffing and Recruiting,Purchasing and Supply Chain,3878751061,"LLC Toledo, OH",Buyer/Purchasing,FULL-TIME
401439,"Job Description

We are seeking an Inside Sales / Design Consultant to join our team!

Responsibilities:



Knowledge, Skills, & Abilities:



Education & Experience Requirements:



Compensation/Benefits offered:


If you possess the required skills and experience and you are looking to join a growing company, we would love to meet you! Please submit all resumes to: nashville@tritonstonenashville.com



Triton Stone Group of Nashville is a leading wholesale and retail distributor of natural stone products, slabs, tile, and plumbing fixtures. Offering such a wide range of product types and brands allows Triton Stone Group of Nashville to be a one stop shop for its customers. Triton also offers a unique service with staffed Interior Designers and Design Consultants to assist customers with making their design selections for any new construction or remodeling project. Our goal is superior, attentive service, so that each customer leaves with confidence knowing that they were able to make multiple product selections to fit their project's design needs.

Triton Stone Group of Nashville is a leading wholesale and retail distributor of natural stone products, slabs, tile, and plumbing fixtures. Offering such a wide range of product types and brands allows Triton Stone Group of Nashville to be a one stop shop for its customers. Triton also offers a unique service with staffed Interior Designers and Design Consultants to assist customers with making their design selections for any new construction or remodeling project. Our goal is superior, attentive service, so that each customer leaves with confidence knowing that they were able to make multiple product selections to fit their project's design needs.",Mid-Senior level,Full-time,Wholesale Building Materials,"Design, Art/Creative, and Information Technology",3878755182,"Stone Group of Nashville Nashville, TN",Showroom Design Consultant,FULL-TIME
7929903,"Oak View Group (OVG) is the world’s leading arena development, management, and hospitality company founded in 2015 by Tim Leiweke and Irving Azoff to disrupt business as usual. As the largest developer of sports and entertainment facilities in the world, OVG prioritizes the way we do business focusing on making long-term investments in our people and our planet. We focus on building a diverse workforce and cultivating an inclusive workplace. Each day our team members around the world and throughout our local communities work together to provide the greatest experience to our fans and partners.

We celebrate and support a strong, transparent, authentic and inclusive culture focused around four core values




More information at OakViewGroup.com, and follow OVG on Facebook, Instagram, Twitter, and LinkedIn.











At OVG, we understand that to continue positively disrupting the sports and live entertainment industry, we need a diverse team to help us do it. We also believe that inclusivity drives innovation, strengthens our people, improves our service, and raises our excellence. Our success is rooted in creating environments that reflect and celebrate the diverse communities in which we operate and serve, and this is the reason we are committed to amplifying voices from all different backgrounds.

Oak View Group is committed to equal employment opportunity. We will not discriminate against employees or applicants for employment on any legally recognized basis (“protected class”) including, but not limited to veteran status, uniform service member status, race, color, religion, sex, national origin, age, physical or mental disability, genetic information or any other protected class under federal, state, or local law.",Executive,Full-time,Entertainment Providers,Other,3878682356,"View Group Las Vegas, NV",Sr Vice President,FULL-TIME
